title,author,categories,description,language,pageCount,averageRating,ratingsCount,publisher,publishedDate,Unnamed: 10
New Grub Street,George Gissing,Fiction,"'Because one book had a sort of success he imagined his struggles were over.' Scholarly, anxious Edwin Reardon had achieved a precarious career as the writer of serious fiction. On the strength of critical acclaim for his fourth novel, he has married the refined Amy Yule. But the brilliant future Amy expected has evaded her husband. The catastrophe of the Reardon's failing marriage is set among the rising and falling fortunes of novelists, journalists, and scholars who labour 'in the valley of the shadow of books'. George Gissing's New Grub Street was written at breakneck speed in the autumn of 1890 and is considered his best novel. Intensely autobiographical, it reflects the literary and cultural crisis in Britain at the end of the nineteenth century.",en,629.0,,,Oxford University Press,14/09/2016,
Gosta Berling's Saga,Selma Lagerlof,Literary Collections,"La leyenda de GÃ¶sta Berling , de Selma LagerlÃ¶f, es una novela rica en imaginaciÃ³n y poesÃ­a que mezcla folclore, romanticismo y profundidad psicolÃ³gica. Ambientada en la Suecia rural del siglo XIX, la novela sigue a GÃ¶sta Berling, un sacerdote secularizado y carismÃ¡tico marginado que se une a un grupo de excÃ©ntricos caballeros en la finca de Ekeby. A travÃ©s de una serie de aventuras episÃ³dicas, se desarrolla el viaje de GÃ¶sta mientras lucha contra sus demonios interiores, busca la redenciÃ³n y encuentra el amor, todo ello mientras LagerlÃ¶f pinta un vÃ­vido retrato de una comunidad moldeada por el mito, la pasiÃ³n y la fragilidad humana. Desde su publicaciÃ³n, La leyenda de GÃ¶sta Berling ha sido celebrada por su prosa lÃ­rica, su inventiva narrativa y su fuerte sentido del lugar. La voz Ãºnica de LagerlÃ¶f â€” profundamente arraigada en la tradiciÃ³n sueca pero de alcance universal â€” ayudÃ³ a redefinir la literatura escandinava. La novela combina realismo con elementos fantÃ¡sticos, creando un relato atemporal de transformaciÃ³n y resiliencia. Su vigencia perdura gracias a su exploraciÃ³n de la redenciÃ³n personal, el poder de la imaginaciÃ³n y la tensiÃ³n entre la libertad individual y las expectativas sociales. La leyenda de GÃ¶sta Berling sigue siendo un hito de la literatura universal y un testimonio de la visiÃ³n pionera de Selma LagerlÃ¶f como la primera mujer en ganar el Premio Nobel de Literatura.",es,559.0,,,Lebooks Editora,19/05/2025,
Tess of the D' Urbervilles,Thomas Hardy,Fiction,"Cierto anochecer de fines de mayo, un hombre de edad mediana que venÃ­a de Shaston caminaba con rumbo a su casa situada en el pueblo de Marlott, en el vecino valle de Blackmore o Blackmoor. TenÃ­a el hombre unas piernas bastante flacas y con propensiÃ³n a torcerse, al echar el paso, un poco hacia la izquierda. De cuando en cuando inclinaba vivamente la cabeza, como si se afirmara en alguna opiniÃ³n, aunque no iba pensando en nada. Colgaba de su brazo una cesta vacÃ­a, de las que se emplean para llevar huevos, y se cubrÃ­a la cabeza con un sombrero con un punto muy desgastado en el borde, donde al quitÃ¡rselo rozaba con el pulgar. A mitad de su trayecto hubo de encontrarse con un cura viejo que iba caballero en una yegua gris, tarareando una de esas tonadillas que sirven para aliviar el tedio del camino. â€”Buenas noches tenga usted â€”dijo el hombre de la cesta. â€”Buenas se las dÃ© Dios, sir John â€”le respondiÃ³ el cura. El viandante siguiÃ³ su camino, pero luego que hubo andado unos pasos, se volviÃ³ y dijo: â€”Oiga usted, seÃ±or, y usted dispense, pero el Ãºltimo dÃ­a de mercado nos encontramos tambiÃ©n en este mismo sitio y a esta misma hora, y recuerdo que yo le dije a usted: Â«Buenas nochesÂ», y que usted me contestÃ³: Â«Dios se las dÃ© a usted muy buenas, sir JohnÂ», lo mismito que ahora.",es,358.0,,,BoD - Books on Demand,13/04/2023,
The Picture of Dorian Gray,Oscar Wilde,Fiction,"""El retrato de Dorian Gray"" (original en inglÃ©s: ""The Picture of Dorian Gray"") es una novela escrita por el autor irlandÃ©s Oscar Wilde, publicada en el Lippincott's Monthly Magazine el 20 de junio de 1890. Posteriormente, Wilde revisarÃ­a la obra, harÃ­a varias modificaciones y agregarÃ­a nuevos capÃ­tulos. La versiÃ³n modificada fue publicada por ""Ward, Lock, and Company"" en abril de 1891. ""Ward, Lock, and Company"" reeditÃ³ el libro en 1891 y nuevamente en 1895. Luego, Charles Carrington comprÃ³ los derechos de la obra y la editÃ³ en 1901, 1905 y 1908. En 1908 y 1909, aparece una ediciÃ³n ilustrada por Paul Thiriat, Brendon & Son, Ltd. En 1913, 1916 y 1918, la novela es editada por Simkin, Marshall, Hamilton, Kent & Co., Ltd., con una nota bibliogrÃ¡fica sobre las ediciones citadas y una advertencia sobre la existencia de ediciones piratas que se caracterizaban por la ausencia del prefacio y por la ""mutilaciÃ³n de muchos pasajes"". ""El retrato de Dorian Gray"" es considerada una de las Ãºltimas obras clÃ¡sicas de la novela de terror gÃ³tica con una fuerte temÃ¡tica faustiana, ademÃ¡s muestra un pintor con afecto Ã­ntimo y directo con el personaje principal. El libro causÃ³ controversia cuando fue publicado por primera vez; sin embargo, es considerado en la actualidad como ""uno de los clÃ¡sicos modernos de la literatura occidental.""",es,299.0,,,epubli,21/01/2024,
La Bete Humaine,Emile Zola,Fiction,"Did possessing and killing amount to the same thing deep within the dark recesses of the human beast? La Bete humaine (1890), is one of Zola's most violent and explicit works. On one level a tale of murder, passion and possession, it is also a compassionate study of individuals derailed by atavistic forces beyond their control. Zola considered this his `most finely worked' novel, and in it he powerfully evokes life at the end of the Second Empire in France, where society seemed to be hurtling into the future like the new locomotives and railways it was building. While expressing the hope that human nature evolves through education and gradually frees itself of the burden of inherited evil, he is constantly reminding us that under the veneer of technological progress there remains, always, the beast within. This new translation captures Zola's fast-paced yet deliberately dispassionate style, while the introduction and detailed notes place the novel in its social, historical, and literary context.",en,436.0,,,"Oxford University Press, USA",1999,
by the Open Sea,August Strindberg,,"Axel Borg of the present story, a man in the thirties, has been appointed superintendent of fisheries on one of the small islands in the Stockholm Archipelago. Like Strindberg at that age, he is a prophet without honor, his achievements having won him distinction only in foreign countries. On the island he has to combat pig-headedness and ignorance, and is settling down with much self-pity to a long grind, when that creature whom he classifies as only a short remove from the child comes to cause further disturbance - a woman. For a time the uninitiated will suspect that a pretty love story is in the make, but others will observe the scientific analysis which Borg applies to even his happiest moments.",en,188.0,,,,18/07/2013,
Hunger,Knut Hamsun,Fiction,"INTRODUCTION BY JO NESBÃ˜ AFTERWORD BY PAUL AUSTER Nineteenth-century Kristiania is an unforgiving place, and work is thin on the ground. Roaming the streets of Norway's capital, a penniless young writer searches for inspiration whilst trying desperately to make ends meet. Driven to extraordinary lengths, sleeping under the stars with his stomach growling, the writer's behaviour becomes increasingly irrational and his world spirals into chaos. Hunger was Knut Hamsun's first novel and earned him the Nobel Prize for Literature in 1920. A disturbing and darkly humorous masterpiece of existential fiction, Hunger anticipated and influenced some of the Twentieth Century's most acclaimed writers including Camus, Kafka and Fante.",en,203.0,,,Canongate Books,20/11/2008,
The Master of Ballantrae,Robert Louis Stevenson,Literary Collections,Este libro es parte de la colecciÃ³n e-Libro en BiblioBoard.,es,306.0,,,Ediciones AKAL,05/04/2010,
Pierre et Jean,Guy de Maupassant,Fiction,"Pierre and Jean is a naturalist or psycho-realist work written by Guy de Maupassant. Pierre and Jean are the sons of GÃ©rÃ´me Roland, a jeweller who has retired to Le Havre, and his wife Louise. Pierre works as a doctor, and Jean is a lawyer. It recounts the story of a middle-class French family whose lives are changed when LÃ©on MarÃ©chal, a deceased family friend, leaves his inheritance to Jean. This provokes Pierre to doubt the fidelity of his mother and the legitimacy of his brother. Pierre discovers that his theories about his brother's illegitimacy are correct when he finds and reads old letters that his mother and LÃ©on Marechal had been sending to each other. This investigation sparks violent reactions in Pierre, whose external appearance vis a vis his mother visibly changes. In his anguish, most notably shown during family meals, he tortures her with allusions to the past that he has now uncovered. Meanwhile, Jean's career and love life improve over the course of the novel while Pierre's life gets significantly worse. Provoked by his brother's accusations of jealousy, Pierre reveals to Jean what he has learned. However, unlike Pierre, Jean offers his mother love and protection. The novel closes with Pierreâ€™s departure on an oceanliner. Thus the novel is organised around the unwelcome appearance of a truth (Jeanâ€™s illegitimacy), its suppression for the sake of family continuity and the acquisition of wealth, and the expulsion from the family of the legitimate son.",en,200.0,,,BookRix,15/06/2019,
Fortunata y Jacinta,Benito Perez Galdos,Fiction,"""Fortunata y Jacinta"" es la obra mÃ¡xima de Benito PÃ©rez GaldÃ³s, sin duda uno de los primeros novelistas de nuestras letras. Es Ã©sta una novela rica y densa como pocas, una composiciÃ³n polifÃ³nica movida por mano maestra. La presente ediciÃ³n es fiel al texto de la primera, publicada en 1887, e incorpora las correcciones -muy significativas- que el mismo autor realizÃ³ sobre las pruebas de imprenta. La introducciÃ³n presta especial atenciÃ³n a la imbricaciÃ³n entre los acontecimientos histÃ³ricos de fondo y la peripecia personal de sus protagonistas.",es,876.0,,,Ediciones Catedra S.A.,2011,
The Woodlanders,Thomas Hardy,Fiction,"Educated beyond her station, Grace Melbury returns to the woodland village of little Hintock and cannot marry her intended, Giles Winterborne. Her alternative choice proves disastrous.",en,340.0,,,Wordsworth Editions,1996,
She,H. Rider Haggard,Fiction,"The Ultimate H. Rider Haggard Collection is a comprehensive anthology of the famous author's work, showcasing his prowess in adventure fiction and his unique writing style. Known for his vivid descriptions and engaging plots, Haggard's stories often transport readers to distant and exotic lands, filled with suspense and danger. This collection includes some of his most renowned works, such as King Solomon's Mines and She, providing readers with a glimpse into the Victorian era and the fascination with exploration and discovery. Haggard's rich storytelling and attention to detail make his books a thrilling and enthralling read for fans of adventure literature. Henry Rider Haggard, a British writer, was deeply influenced by his experiences in Africa and his interest in archaeology. His travels and observations of different cultures greatly informed his writing, contributing to the authenticity and depth of his narratives. Haggard's passion for storytelling and his adventurous spirit are evident in his body of work, making him a notable figure in the literary world. I highly recommend The Ultimate H. Rider Haggard Collection to readers who enjoy adventure, exploration, and finely crafted storytelling. Haggard's captivating tales will transport you to other worlds and keep you on the edge of your seat until the very last page.",en,16759.0,,,Good Press,29/12/2023,
Dr. Jekyll & Mr. Hyde,Robert Louis Stevenson,Fiction,"El abogado Mr. Utterson era un hombre de semblante adusto, jamÃ¡s iluminado por una sonrisa; frÃ­o, parco y vergonzoso en la conversaciÃ³n; remiso en sentimientos; enjuto, alto, taciturno, aburrido, y sin embargo adorable, en alguna medida. En las reuniones de amigos, y cuando el vino era de su agrado, irradiaba de sus ojos algo eminentemente humano; algo que, a decir verdad, jamÃ¡s salÃ­a a relucir en su conversaciÃ³n, pero que expresaba no sÃ³lo con aquellos gestos silenciosos de su cara despuÃ©s de la cena, sino mÃ¡s a menudo y llamativamente en su vida cotidiana. Era austero consigo mismo; bebÃ­a ginebra cuando estaba solo, para mortificar su aficiÃ³n por los vinos aÃ±ejos; y aunque le encantaba el teatro, hacÃ­a ya veinte aÃ±os que no cruzaba las puertas de ninguno. En cambio mostraba una acreditada tolerancia en su trato con los demÃ¡s; unas veces asombrÃ¡ndose, casi con envidia, de la gran tensiÃ³n anÃ­mica que implicaban sus delitos; y en cualquier situaciÃ³n extrema era mÃ¡s propenso a prestar ayuda que a reprender. Â«Me inclino por la herejÃ­a de CaÃ­n â€”solÃ­a decir pintorescamenteâ€”: dejo que mi hermano se vaya al diablo por su propio pieÂ». Con este carÃ¡cter, a menudo tuvo la suerte de ser el Ãºltimo conocido de confianza y la Ãºltima influencia bienhechora en las vidas de hombres venidos a menos. Y mientras Ã©stos siguieron acudiendo a sus aposentos, jamÃ¡s les mostrÃ³ el mÃ¡s leve cambio de actitud.",es,63.0,,,BoD - Books on Demand,16/05/2023,
